person_id,age_group,gender,personality_type,mood_score,stress_level,hobbies,favorite_game_genre,favorite_music_genre,fear_tolerance,risk_tolerance,humor_preference,openness_score,romance_interest,social_media_hours_per_day,preferred_language,relationship_status,favorite_season,sleep_pattern,education_level,occupation,income_bracket,preferred_streaming_platform,preferred_watch_time,viewing_companion,snack_preference,preferred_device,preferred_movie_length,favorite_movie_era,exercise_frequency,pet_ownership,streaming_subscription_count,travel_frequency,book_reading_frequency,recommended_movie_genre,age_group_encoded,education_level_encoded,income_bracket_encoded,exercise_frequency_encoded,preferred_movie_length_encoded,travel_frequency_encoded,gender_Female,gender_Male,gender_Non-binary,personality_type_Ambivert,personality_type_Extrovert,personality_type_Introvert,favorite_game_genre_Action,favorite_game_genre_Horror/Survival,favorite_game_genre_Nao_Informado,favorite_game_genre_Puzzle,favorite_game_genre_RPG,favorite_game_genre_Racing,favorite_game_genre_Simulation,favorite_game_genre_Sports,favorite_game_genre_Strategy,favorite_music_genre_Classical,favorite_music_genre_Country,favorite_music_genre_EDM,favorite_music_genre_Hip-Hop,favorite_music_genre_Indie,favorite_music_genre_Jazz,favorite_music_genre_Nao_Informado,favorite_music_genre_Pop,favorite_music_genre_Rock,preferred_language_English,preferred_language_French,preferred_language_Hindi,preferred_language_Japanese,preferred_language_Korean,preferred_language_Spanish,relationship_status_Divorced,relationship_status_In a relationship,relationship_status_Married,relationship_status_Single,favorite_season_Autumn,favorite_season_Spring,favorite_season_Summer,favorite_season_Winter,sleep_pattern_Early Bird,sleep_pattern_Irregular,sleep_pattern_Night Owl,occupation_Business/Finance,occupation_Creative/Arts,occupation_Education,occupation_Engineering,occupation_Healthcare,occupation_Homemaker,occupation_Retail/Service,occupation_Retired,occupation_Software/IT,occupation_Student,occupation_Unemployed,preferred_streaming_platform_Amazon Prime,preferred_streaming_platform_Disney+,preferred_streaming_platform_HBO Max,preferred_streaming_platform_Hulu,preferred_streaming_platform_Local Cinema,preferred_streaming_platform_Netflix,preferred_streaming_platform_YouTube,preferred_watch_time_Afternoon,preferred_watch_time_Evening,preferred_watch_time_Late Night,preferred_watch_time_Morning,viewing_companion_Alone,viewing_companion_With Family,viewing_companion_With Friends,viewing_companion_With Kids,viewing_companion_With Partner,snack_preference_Candy/Sweets,snack_preference_Chips,snack_preference_Healthy Snacks,snack_preference_Nachos,snack_preference_No Snacks,snack_preference_Popcorn,preferred_device_Cinema Screen,preferred_device_Laptop,preferred_device_Projector,preferred_device_Smart TV,preferred_device_Smartphone/Tablet,favorite_movie_era_2000s,favorite_movie_era_2010s,favorite_movie_era_2020s and beyond,favorite_movie_era_80s/90s,favorite_movie_era_Classic (pre-1980),pet_ownership_Has Cat,pet_ownership_Has Dog,pet_ownership_Has Other Pet,pet_ownership_Multiple Pets,pet_ownership_No Pets,book_reading_frequency_1-2 books/month,book_reading_frequency_A few books a year,book_reading_frequency_Avid reader (3+ books/month),book_reading_frequency_Never,book_reading_frequency_Weekly reader,recommended_movie_genre_encoded,hobby_Music,hobby_Reading,hobby_Traveling,hobby_Fitness,hobby_Painting/Art,hobby_Gaming,hobby_Writing,hobby_Sports,hobby_Cooking,hobby_Dancing,hobby_Hiking,hobby_Photography,hobby_Gardening,hobby_Watching TV
995,Adult (26-40),Female,Introvert,7.1,1.5,Cooking,Simulation,Indie,2.5,6.7,7.2,4.9,1.6,1.2,English,Divorced,Spring,Night Owl,Bachelor's Degree,Student,Low (<$25k),YouTube,Afternoon,With Partner,No Snacks,Smartphone/Tablet,Long (120-160 min),2020s and beyond,Daily,No Pets,0,Once a year,Weekly reader,Animation,2.0,2.0,0.0,4.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
996,Middle Age (41-60),Female,Introvert,8.9,4.1,Hiking,Strategy,Hip-Hop,10.0,2.2,7.3,4.0,5.0,4.1,French,Single,Autumn,Irregular,Master's Degree,Engineering,Upper-Middle ($90k-150k),Disney+,Late Night,Alone,No Snacks,Laptop,Long (120-160 min),2010s,3-5 times/week,Has Other Pet,3,2-3 times/year,Never,Animation,3.0,3.0,3.0,3.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
997,Young Adult (18-25),Male,Extrovert,7.8,8.3,"Fitness, Cooking, Hiking",Strategy,Hip-Hop,2.4,5.4,7.6,6.0,5.5,1.8,Japanese,In a relationship,Autumn,Night Owl,High School,Creative/Arts,Middle ($50k-90k),Netflix,Evening,With Friends,Popcorn,Smart TV,Standard (90-120 min),2000s,1-2 times/week,No Pets,2,Monthly,Never,Action,1.0,0.0,2.0,2.0,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
998,Middle Age (41-60),Male,Ambivert,4.5,5.7,Gardening,Sports,Pop,3.0,2.5,7.0,4.1,4.1,0.8,Spanish,Married,Spring,Early Bird,Bachelor's Degree,Retail/Service,Upper-Middle ($90k-150k),Netflix,Morning,With Partner,Healthy Snacks,Smart TV,Standard (90-120 min),2000s,1-2 times/week,Has Cat,2,Once a year,Never,Romance,3.0,2.0,3.0,2.0,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
999,Teen (13-17),Female,Ambivert,8.4,2.4,"Dancing, Watching TV",Sports,Rock,2.4,5.3,3.6,9.2,1.0,3.5,English,Single,Winter,Irregular,High School,Student,Low (<$25k),Disney+,Afternoon,With Family,No Snacks,Laptop,Standard (90-120 min),80s/90s,Rarely,Has Other Pet,0,Monthly,Never,Action,0.0,0.0,0.0,1.0,1.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1000,Adult (26-40),Female,Ambivert,3.9,7.2,"Gardening, Watching TV, Traveling",Racing,Indie,1.0,6.9,6.8,3.9,4.5,1.3,Korean,In a relationship,Spring,Night Owl,Master's Degree,Student,Upper-Middle ($90k-150k),Hulu,Afternoon,With Partner,Candy/Sweets,Smart TV,Standard (90-120 min),80s/90s,Daily,Has Dog,2,Never,A few books a year,Action,2.0,3.0,3.0,4.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1001,Adult (26-40),Male,Extrovert,9.0,6.2,"Traveling, Cooking, Gardening",Racing,EDM,3.6,8.4,7.1,8.6,2.8,4.4,English,Single,Autumn,Irregular,Bachelor's Degree,Student,Middle ($50k-90k),HBO Max,Evening,Alone,No Snacks,Smart TV,Long (120-160 min),Classic (pre-1980),Never,No Pets,1,Once a year,A few books a year,Action,2.0,2.0,2.0,0.0,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1002,Adult (26-40),Male,Extrovert,8.1,4.5,"Music, Gardening, Writing",Nao_Informado,Hip-Hop,1.0,8.0,6.5,5.9,7.8,2.3,Hindi,In a relationship,Winter,Early Bird,High School,Business/Finance,Lower-Middle ($25k-50k),YouTube,Evening,With Family,Healthy Snacks,Projector,Long (120-160 min),2010s,1-2 times/week,Has Cat,2,2-3 times/year,A few books a year,Action,2.0,0.0,1.0,2.0,2.0,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1003,Middle Age (41-60),Male,Extrovert,4.4,5.6,"Sports, Reading, Cooking",Puzzle,Country,5.2,8.8,6.5,7.4,10.0,2.2,Spanish,Single,Summer,Irregular,High School,Student,Middle ($50k-90k),YouTube,Evening,Alone,Chips,Smart TV,Long (120-160 min),2010s,1-2 times/week,Has Dog,3,Once a year,A few books a year,Action,3.0,0.0,2.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1004,Senior (60+),Female,Ambivert,6.4,6.0,"Writing, Gaming, Watching TV",Simulation,Hip-Hop,2.3,9.1,5.6,5.5,4.4,0.5,Spanish,Single,Summer,Night Owl,High School,Education,Lower-Middle ($25k-50k),Disney+,Late Night,With Friends,Popcorn,Smartphone/Tablet,Standard (90-120 min),2020s and beyond,1-2 times/week,Has Dog,1,2-3 times/year,A few books a year,Thriller,4.0,0.0,1.0,2.0,1.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1005,Middle Age (41-60),Male,Ambivert,4.9,3.8,"Painting/Art, Reading, Sports",Racing,Nao_Informado,10.0,2.0,10.0,7.3,6.9,0.8,English,In a relationship,Winter,Irregular,High School,Software/IT,Upper-Middle ($90k-150k),YouTube,Morning,With Family,Healthy Snacks,Cinema Screen,Standard (90-120 min),2000s,Never,Multiple Pets,0,Never,Avid reader (3+ books/month),Documentary,3.0,0.0,3.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1006,Senior (60+),Female,Introvert,6.5,3.9,"Sports, Music, Reading",Puzzle,Country,10.0,3.4,6.4,7.6,6.6,1.9,English,Single,Spring,Irregular,Master's Degree,Homemaker,Lower-Middle ($25k-50k),Netflix,Evening,Alone,Popcorn,Cinema Screen,Standard (90-120 min),2020s and beyond,3-5 times/week,Has Dog,2,Frequently (weekly/biweekly),Weekly reader,Documentary,4.0,3.0,1.0,3.0,1.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1007,Adult (26-40),Female,Extrovert,8.8,6.8,"Watching TV, Sports, Gardening",RPG,Classical,5.0,6.9,6.1,6.2,3.7,2.3,English,Married,Winter,Irregular,Master's Degree,Education,Lower-Middle ($25k-50k),Local Cinema,Evening,With Friends,Chips,Projector,Long (120-160 min),2000s,3-5 times/week,Has Dog,4,2-3 times/year,Never,Drama,2.0,3.0,1.0,3.0,2.0,2.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1008,Young Adult (18-25),Male,Introvert,6.7,3.8,"Photography, Music",RPG,Country,4.0,2.3,8.3,3.9,7.5,6.5,Spanish,Single,Autumn,Early Bird,High School,Software/IT,Low (<$25k),Disney+,Evening,Alone,No Snacks,Smartphone/Tablet,Standard (90-120 min),2000s,Rarely,Has Dog,2,Once a year,A few books a year,Animation,1.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1009,Adult (26-40),Female,Introvert,5.4,2.9,"Traveling, Hiking, Painting/Art",Puzzle,Pop,9.2,5.7,5.6,6.5,6.6,2.8,English,Married,Spring,Irregular,High School,Creative/Arts,Upper-Middle ($90k-150k),HBO Max,Late Night,Alone,Popcorn,Smart TV,Standard (90-120 min),2010s,1-2 times/week,Has Cat,3,Monthly,A few books a year,Drama,2.0,0.0,3.0,2.0,1.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1010,Middle Age (41-60),Male,Ambivert,5.4,7.2,"Gardening, Cooking, Dancing",Action,Classical,6.3,2.5,4.6,6.9,4.4,3.3,English,Single,Autumn,Early Bird,Master's Degree,Engineering,Upper-Middle ($90k-150k),Hulu,Evening,With Partner,Popcorn,Cinema Screen,Long (120-160 min),2020s and beyond,1-2 times/week,No Pets,4,2-3 times/year,A few books a year,Thriller,3.0,3.0,3.0,2.0,2.0,2.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1011,Young Adult (18-25),Non-binary,Introvert,4.3,2.1,"Painting/Art, Hiking",Simulation,Indie,4.3,3.8,3.3,5.7,7.7,7.1,English,In a relationship,Summer,Irregular,High School,Healthcare,Middle ($50k-90k),Netflix,Morning,Alone,Chips,Smart TV,Standard (90-120 min),2000s,Rarely,No Pets,3,Once a year,1-2 books/month,Romance,1.0,0.0,2.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1012,Young Adult (18-25),Female,Ambivert,4.2,9.3,Music,Horror/Survival,Pop,7.5,2.9,4.3,5.1,6.3,0.8,English,Married,Spring,Early Bird,High School,Student,Upper-Middle ($90k-150k),Amazon Prime,Evening,With Partner,Candy/Sweets,Projector,Standard (90-120 min),80s/90s,Daily,No Pets,2,Once a year,1-2 books/month,Thriller,1.0,0.0,3.0,4.0,1.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,Adult (26-40),Non-binary,Extrovert,9.5,5.9,"Writing, Cooking",Horror/Survival,Pop,8.1,4.3,4.1,6.2,1.4,1.2,English,In a relationship,Summer,Night Owl,Bachelor's Degree,Engineering,Middle ($50k-90k),Netflix,Evening,With Partner,Nachos,Laptop,Standard (90-120 min),2020s and beyond,Rarely,No Pets,2,Never,Weekly reader,Documentary,2.0,2.0,2.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1014,Teen (13-17),Male,Extrovert,8.7,3.7,"Traveling, Photography, Writing",Horror/Survival,Pop,10.0,7.0,5.7,3.9,8.9,1.4,Japanese,Divorced,Summer,Night Owl,Master's Degree,Unemployed,Middle ($50k-90k),YouTube,Evening,With Partner,Popcorn,Smartphone/Tablet,Standard (90-120 min),2010s,Never,No Pets,2,Never,Weekly reader,Animation,0.0,3.0,2.0,0.0,1.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1015,Teen (13-17),Male,Introvert,7.2,8.6,"Music, Photography, Sports",RPG,Hip-Hop,7.2,5.0,6.0,2.2,8.4,4.4,English,In a relationship,Summer,Night Owl,Bachelor's Degree,Creative/Arts,Lower-Middle ($25k-50k),YouTube,Afternoon,Alone,Popcorn,Smart TV,Standard (90-120 min),2000s,3-5 times/week,No Pets,2,2-3 times/year,Never,Animation,0.0,2.0,1.0,3.0,1.0,2.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1016,Young Adult (18-25),Female,Ambivert,9.6,3.4,"Sports, Photography",Puzzle,Pop,4.3,5.3,9.6,4.6,3.2,6.0,Hindi,In a relationship,Winter,Irregular,High School,Creative/Arts,High (>$150k),Netflix,Evening,With Partner,Popcorn,Smartphone/Tablet,Epic (160+ min),2010s,Rarely,No Pets,3,Monthly,A few books a year,Drama,1.0,0.0,4.0,1.0,3.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1017,Young Adult (18-25),Non-binary,Extrovert,6.6,3.0,Music,Horror/Survival,Rock,2.3,5.8,5.5,9.3,3.2,1.0,English,Single,Autumn,Night Owl,High School,Engineering,Middle ($50k-90k),Netflix,Late Night,With Family,Popcorn,Projector,Epic (160+ min),Classic (pre-1980),1-2 times/week,Has Cat,4,2-3 times/year,Never,Horror,1.0,0.0,2.0,2.0,3.0,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,Young Adult (18-25),Male,Ambivert,10.0,7.0,"Music, Sports",RPG,Pop,6.3,4.7,5.5,7.4,7.7,1.2,English,Married,Autumn,Early Bird,Master's Degree,Student,Upper-Middle ($90k-150k),Amazon Prime,Evening,Alone,No Snacks,Smart TV,Epic (160+ min),2000s,Daily,No Pets,3,Frequently (weekly/biweekly),Weekly reader,Thriller,1.0,3.0,3.0,4.0,3.0,4.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1019,Young Adult (18-25),Female,Introvert,6.9,8.2,"Gardening, Dancing, Watching TV",Racing,Country,7.1,3.6,6.7,4.5,1.0,9.9,Korean,Single,Winter,Early Bird,Bachelor's Degree,Software/IT,Lower-Middle ($25k-50k),Netflix,Evening,With Partner,Chips,Smart TV,Long (120-160 min),2000s,1-2 times/week,No Pets,1,Monthly,A few books a year,Comedy,1.0,2.0,1.0,2.0,2.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1020,Teen (13-17),Female,Ambivert,7.9,3.9,"Traveling, Writing, Watching TV",Action,Rock,5.3,5.2,1.3,6.9,2.0,3.3,Spanish,Married,Summer,Irregular,High School,Retired,Lower-Middle ($25k-50k),HBO Max,Evening,With Friends,Popcorn,Smartphone/Tablet,Long (120-160 min),2020s and beyond,3-5 times/week,Has Dog,2,Frequently (weekly/biweekly),A few books a year,Action,0.0,0.0,1.0,3.0,2.0,4.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1021,Teen (13-17),Female,Ambivert,7.5,4.2,"Traveling, Reading, Photography",Simulation,Jazz,7.8,4.3,5.1,4.1,1.0,1.8,French,Married,Winter,Night Owl,Bachelor's Degree,Retired,Upper-Middle ($90k-150k),Netflix,Afternoon,With Partner,Chips,Laptop,Standard (90-120 min),2010s,3-5 times/week,Has Dog,2,2-3 times/year,Weekly reader,Animation,0.0,2.0,3.0,3.0,1.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1022,Young Adult (18-25),Male,Extrovert,6.1,3.6,Gardening,Strategy,EDM,1.0,4.6,5.2,4.2,1.9,4.3,English,In a relationship,Summer,Night Owl,High School,Business/Finance,High (>$150k),Hulu,Evening,With Friends,No Snacks,Smartphone/Tablet,Long (120-160 min),2010s,3-5 times/week,No Pets,1,Never,A few books a year,Comedy,1.0,0.0,4.0,3.0,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
